time_seconds,ax,ay,az,gx,gy,gz,motion_magnitude
3.7884674072265625,-996.0,-40.0,16600.0,-671.0,28.0,-249.0,16629.901262484993
3.8182108402252197,-1000.0,72.0,16476.0,-606.0,-91.0,-216.0,16506.476304772015
3.8455629348754883,-1152.0,104.0,16452.0,-771.0,5.0,-263.0,16492.6111941075
3.872952938079834,-1020.0,-116.0,16360.0,-715.0,151.0,-271.0,16392.176670595032
3.8997621536254883,-1016.0,-52.0,16368.0,-836.0,299.0,-282.0,16399.5848727948
3.9270427227020264,-1168.0,-40.0,16596.0,-682.0,55.0,-268.0,16637.098304692438
3.9543755054473877,-1004.0,-36.0,16328.0,-628.0,-84.0,-246.0,16358.878201148145
3.9822018146514893,-1144.0,-64.0,16692.0,-397.0,-403.0,-182.0,16731.278970837826
4.0116682052612305,-984.0,84.0,16248.0,-459.0,-345.0,-200.0,16277.98562476328
4.038848400115967,-1092.0,60.0,16460.0,-638.0,-11.0,-238.0,16496.29243193755
4.066225051879883,-1136.0,92.0,16292.0,-676.0,20.0,-244.0,16331.816310502638
4.0944976806640625,-1084.0,-36.0,16332.0,-704.0,80.0,-257.0,16367.974095776179
4.121081829071045,-1132.0,76.0,16524.0,-539.0,-251.0,-244.0,16562.903610176567
4.148129940032959,-900.0,36.0,16328.0,-583.0,-160.0,-224.0,16352.824832425742
4.175239562988281,-976.0,-44.0,16392.0,-644.0,-33.0,-252.0,16421.089367030436
4.202936172485352,-1032.0,-4.0,16484.0,-544.0,-197.0,-234.0,16516.273671745694
4.232372522354126,-988.0,-96.0,16388.0,-577.0,-120.0,-217.0,16418.035936128294
4.263684272766113,-972.0,40.0,16276.0,-564.0,-170.0,-227.0,16305.047071382529
4.288137435913086,-992.0,16.0,16284.0,-583.0,-137.0,-215.0,16314.195536403258
4.314356327056885,-1052.0,4.0,16440.0,-607.0,-93.0,-215.0,16473.62498055604
4.339120149612427,-1068.0,-16.0,16416.0,-557.0,-163.0,-212.0,16450.71232500283
4.363982915878296,-1020.0,-104.0,16344.0,-586.0,-113.0,-214.0,16376.12750316753
4.388747215270996,-996.0,96.0,16440.0,-589.0,-144.0,-236.0,16470.422945389106
